"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bufferSize","Param: nbRows","Param: parallel","Param: parallelBuffersize","Param: quotes","Param: trim"
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,101842.944000,NaN,"us/op",,1,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,8549245,12.690169,0.391378,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,9.600000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,10.720000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,11.232000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,11.392000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,14.128000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,169.984000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,327.168000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,83361.792000,NaN,"us/op",,1,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,195398,2046.767456,1.040145,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1925.120000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,2023.424000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,2039.808000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,2050.048000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,2834.432000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2887.680000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,2998.272000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,4653.056000,NaN,"us/op",,1,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,195283,2047.966996,1.055742,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1945.600000,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,2025.472000,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,2039.808000,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,2056.192000,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,2834.432000,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2891.776000,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,3028.875674,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,11780.096000,NaN,"us/op",,1,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,8659092,23.482229,0.224061,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,20.640000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,21.984000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,22.816000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,23.072000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,31.008000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,107.648000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,184.576000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,44302.336000,NaN,"us/op",,10,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,8595051,23.666146,0.225583,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,20.896000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,22.240000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,22.784000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,22.976000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,27.552000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,107.136000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,183.552000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,42270.720000,NaN,"us/op",,10,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,193642,2065.394642,1.078662,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1955.840000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,2041.856000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,2058.240000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,2070.528000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,2859.008000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2916.352000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,3031.040000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,12959.744000,NaN,"us/op",,10,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,193517,2066.733437,1.058369,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1945.600000,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,2043.904000,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,2058.240000,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,2070.528000,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,2863.104000,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2920.448000,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,3033.695027,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,3375.104000,NaN,"us/op",,10,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,338871,1179.709373,0.639696,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1128.448000,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,1165.312000,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,1185.792000,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,1198.080000,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,1990.656000,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2056.192000,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,2240.974029,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,2637.824000,NaN,"us/op",,1000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,328977,1215.276079,0.663721,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1163.264000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,1200.128000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,1214.464000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,1222.656000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,2027.520000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2095.104000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,2473.984000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,3268.608000,NaN,"us/op",,1000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,126564,3162.265045,2.102327,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,3006.464000,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,3121.152000,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,3149.824000,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,3244.032000,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,3977.216000,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,4056.821760,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,6037.753856,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,25853.952000,NaN,"us/op",,1000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,125834,3180.559982,1.672709,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,3039.232000,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,3141.632000,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,3166.208000,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,3469.312000,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,3985.408000,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,4067.328000,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,4520.615936,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,6152.192000,NaN,"us/op",,1000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3600,117663.698489,84.985509,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,113770.496000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,117440.512000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,119930.880000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,120455.168000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,121110.528000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,123863.040000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,124518.400000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,124518.400000,NaN,"us/op",,100000,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3561,120916.110054,118.564413,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,116916.224000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,120324.096000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,123994.112000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,125698.048000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,126746.624000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,127926.272000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,130547.712000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,130547.712000,NaN,"us/op",,100000,false,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3627,112720.727451,154.900782,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,109445.120000,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,111804.416000,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,115736.576000,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,117519.155200,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,123207.680000,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,130989.686784,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,132775.936000,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,132775.936000,NaN,"us/op",,100000,true,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3600,115062.174151,161.933225,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,110886.912000,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,114294.784000,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,117964.800000,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,122021.478400,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,125435.904000,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,133614.665728,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,134479.872000,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,134479.872000,NaN,"us/op",,100000,true,8192,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,400,3617807.400960,3723.428656,"us/op",,-1,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,3577741.312000,NaN,"us/op",,-1,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,3615490.048000,NaN,"us/op",,-1,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,3649044.480000,NaN,"us/op",,-1,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,3653238.784000,NaN,"us/op",,-1,false,8192,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,3665821.696000,NaN,"us/op",,-1,false,8192,false,
