"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bufferSize","Param: nbRows","Param: parallel","Param: parallelBuffersize","Param: quotes","Param: trim"
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,134.912000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,171.776000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,15548.416000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,20774.912000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,665184,600.401414,0.454819,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,553.984000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,586.752000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,653.312000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,662.528000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,674.816000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,2289.664000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,4407.296000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,12156.928000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,599346,666.425930,0.489221,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,609.280000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,654.336000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,706.560000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,715.776000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,728.064000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,2404.352000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,4973.613875,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,11698.176000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,705867,565.705151,0.490261,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,523.776000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,549.888000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,617.472000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,624.640000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,642.048000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,2408.448000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,5713.208934,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,15745.024000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,645948,618.287488,0.519506,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,581.632000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,602.112000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,649.216000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,653.312000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,663.552000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,2441.424896,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,5762.712371,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,12992.512000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,7812,52670.650658,98.525978,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,49807.360000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,52559.872000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,53805.056000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,54460.416000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,56811.192320,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,98393.522176,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,105775.104000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,105775.104000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,7215,56854.310285,190.017779,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,51904.512000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,57212.928000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,60162.048000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,61931.520000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,64487.424000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,111503.474688,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,117964.800000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,117964.800000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,9329,43704.370053,169.585778,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,41091.072000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,43122.688000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,44957.696000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,45875.200000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,80740.352000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,88211.456000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,90570.752000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,90570.752000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,8597,47653.126045,187.214004,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,45154.304000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,46858.240000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,48693.248000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,50266.112000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,92274.688000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,93585.408000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,95813.632000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,95813.632000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1513456.926720,2423.993376,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1468006.400000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1514143.744000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,1530920.960000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,1539099.852800,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,1545580.052480,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,1545601.024000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,1545601.024000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,1545601.024000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1932457.410560,32018.143547,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1679818.752000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1881145.344000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,2173907.763200,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,2193411.276800,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,2197815.296000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,2197815.296000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,2197815.296000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,2197815.296000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1382489.784320,12577.496485,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1331691.520000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1367343.104000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,1423966.208000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,1436444.262400,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,1787570.421760,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,2407530.496000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,2407530.496000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,2407530.496000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1552107.438080,26341.744876,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1465909.248000,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1528823.808000,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,1614597.324800,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,1631479.398400,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,2297933.332480,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,3426746.368000,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,3426746.368000,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,3426746.368000,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback","sample",1,8672891,12.268978,0.261404,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.00","sample",1,1,9.776000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.50","sample",1,1,10.672000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.90","sample",1,1,11.168000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.95","sample",1,1,11.312000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.99","sample",1,1,11.728000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.999","sample",1,1,93.056000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.9999","sample",1,1,186.368000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p1.00","sample",1,1,47316.992000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback","sample",1,8123769,13.081676,0.274481,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.00","sample",1,1,10.544000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.50","sample",1,1,11.440000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.90","sample",1,1,11.872000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.95","sample",1,1,12.000000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.99","sample",1,1,13.744000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.999","sample",1,1,89.088000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.9999","sample",1,1,176.640000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p1.00","sample",1,1,46989.312000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback","sample",1,6106448,32.871968,0.118256,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.00","sample",1,1,26.112000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.50","sample",1,1,31.328000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.90","sample",1,1,32.320000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.95","sample",1,1,32.736000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.99","sample",1,1,41.152000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.999","sample",1,1,71.680000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.9999","sample",1,1,6242.304000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p1.00","sample",1,1,13074.432000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback","sample",1,6025837,33.369093,0.120644,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.00","sample",1,1,27.296000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.50","sample",1,1,31.840000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.90","sample",1,1,32.608000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.95","sample",1,1,32.960000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.99","sample",1,1,41.792000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.999","sample",1,1,71.808000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.9999","sample",1,1,6266.880000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p1.00","sample",1,1,18251.776000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback","sample",1,1427846,279.328508,0.172294,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.00","sample",1,1,257.792000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.50","sample",1,1,278.016000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.90","sample",1,1,281.600000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.95","sample",1,1,285.696000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.99","sample",1,1,293.376000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.999","sample",1,1,1269.760000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.9999","sample",1,1,1803.278541,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p1.00","sample",1,1,10715.136000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback","sample",1,1130796,352.941366,0.224067,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.00","sample",1,1,333.312000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.50","sample",1,1,349.696000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.90","sample",1,1,363.520000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.95","sample",1,1,365.056000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.99","sample",1,1,373.760000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.999","sample",1,1,1333.248000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.9999","sample",1,1,2616.691098,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p1.00","sample",1,1,9355.264000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback","sample",1,1358971,293.522668,0.228596,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.parseCsvCallback:parseCsvCallback·p0.00","sample",1,1,261.120000,NaN,"us/op",4,1000,true,64,false,false
