"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bufferSize","Param: nbRows","Param: parallel","Param: parallelBuffersize","Param: quotes","Param: trim"
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,149.248000,NaN,"us/op",,1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,281.600000,NaN,"us/op",,1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,87556.096000,NaN,"us/op",,1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,12251016,8.850759,0.308728,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,6.520000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,7.256000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,7.736000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,8.168000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,8.544000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,147.456000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,279.552000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,83886.080000,NaN,"us/op",,1,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,7595701,26.769290,0.109627,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,20.960000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,25.216000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,26.144000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,26.592000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,31.552000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,106.112000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,7266.304000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,11796.480000,NaN,"us/op",,1,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,7589431,26.771541,0.108683,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,21.024000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,25.248000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,26.208000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,26.656000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,31.552000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,107.392000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,7249.920000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,9306.112000,NaN,"us/op",,1,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,10462493,19.492710,0.195469,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,17.152000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,18.336000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,18.880000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,19.040000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,19.872000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,81.664000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,136.960000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,44498.944000,NaN,"us/op",,10,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,10223978,19.907333,0.203510,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,17.440000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,18.592000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,19.424000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,19.616000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,21.152000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,81.152000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,135.424000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,44630.016000,NaN,"us/op",,10,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,5300749,38.378290,0.136947,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,32.320000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,36.544000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,37.568000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,38.208000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,44.480000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,105.984000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,6766.592000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,8380.416000,NaN,"us/op",,10,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,5264519,38.581137,0.134335,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,32.448000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,36.800000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,37.888000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,38.720000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,44.800000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,105.856000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,6742.016000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,9207.808000,NaN,"us/op",,10,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,342055,1168.766911,0.627676,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1118.208000,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,1148.928000,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,1175.552000,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,1245.184000,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,1955.840000,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2025.472000,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,2103.659725,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,3133.440000,NaN,"us/op",,1000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,332247,1203.337160,0.633766,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1148.928000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,1187.840000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,1204.224000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,1218.560000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,1990.656000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2050.048000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,2086.912000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,2813.952000,NaN,"us/op",,1000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,340263,1174.911526,0.630242,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1105.920000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,1157.120000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,1187.840000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,1191.936000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,1970.176000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2050.048000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,2252.800000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,4104.192000,NaN,"us/op",,1000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,331078,1207.516303,0.638172,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,1144.832000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,1189.888000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,1208.320000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,1220.608000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,1998.848000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,2072.576000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,2260.992000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,3805.184000,NaN,"us/op",,1000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3600,116920.046933,67.886976,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,113639.424000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,116785.152000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,118620.160000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,119013.376000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,119930.880000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,120717.312000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,122814.464000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,122814.464000,NaN,"us/op",,100000,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3500,121291.295013,173.483503,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,116391.936000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,120324.096000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,126353.408000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,126746.624000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,127664.128000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,130285.568000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,130809.856000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,130809.856000,NaN,"us/op",,100000,false,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3608,114275.639060,275.235506,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,108527.616000,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,112721.920000,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,120455.168000,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,124721.561600,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,132513.792000,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,150114.140160,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,182976.512000,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,182976.512000,NaN,"us/op",,100000,true,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,3600,116175.740018,238.646525,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,110100.480000,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,114950.144000,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,121372.672000,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,125304.832000,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,132120.576000,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,144649.224192,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,146276.352000,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p1.00","sample",1,1,146276.352000,NaN,"us/op",,100000,true,64,true,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv","sample",1,400,3608737.218560,7295.964719,"us/op",,-1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.00","sample",1,1,3535798.272000,NaN,"us/op",,-1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.50","sample",1,1,3598712.832000,NaN,"us/op",,-1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.90","sample",1,1,3682179.481600,NaN,"us/op",,-1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.95","sample",1,1,3690987.520000,NaN,"us/op",,-1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.99","sample",1,1,3732762.787840,NaN,"us/op",,-1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.999","sample",1,1,3745513.472000,NaN,"us/op",,-1,false,64,false,
"org.simpleflatmapper.JacksonCsvParserBenchmark.mapCsv:mapCsv·p0.9999","sample",1,1,3745513.472000,NaN,"us/op",,-1,false,64,false,
