"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: bufferSize","Param: nbRows","Param: parallel","Param: parallelBuffersize","Param: quotes","Param: trim"
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,285.696000,NaN,"us/op",4,1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,60096.512000,NaN,"us/op",4,1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,11918352,9.056862,0.247741,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,6.744000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,7.528000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,7.824000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,7.944000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,8.448000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,148.224000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,279.040000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,58130.432000,NaN,"us/op",4,1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,7773025,26.190351,0.106096,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,20.576000,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,24.576000,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,25.568000,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,26.048000,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,32.000000,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,113.920000,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,6952.529101,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,9830.400000,NaN,"us/op",4,1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,7787758,26.129448,0.105678,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,20.576000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,24.544000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,25.504000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,25.952000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,31.840000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,114.048000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,6938.624000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,11927.552000,NaN,"us/op",4,1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,7702422,14.035833,0.306761,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,11.008000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,12.064000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,12.832000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,13.136000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,15.424000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,105.728000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,190.720000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,44892.160000,NaN,"us/op",4,10,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,7270509,14.883179,0.323380,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,11.808000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,12.896000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,13.296000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,13.456000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,16.304000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,101.504000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,181.248000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,47579.136000,NaN,"us/op",4,10,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,6547731,31.080814,0.117891,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,25.088000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,29.376000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,30.368000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,30.976000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,37.888000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,111.232000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,6791.168000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,7847.936000,NaN,"us/op",4,10,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,6371873,31.912445,0.118677,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,26.112000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,30.176000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,31.264000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,31.808000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,39.040000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,110.976000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,6782.976000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,8929.280000,NaN,"us/op",4,10,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,851211,469.710772,0.250198,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,439.808000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,463.872000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,477.184000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,481.280000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,506.880000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,1306.624000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,1361.671782,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,2543.616000,NaN,"us/op",4,1000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,721160,554.263543,0.301246,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,513.024000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,555.008000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,566.272000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,568.320000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,633.231360,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,1382.400000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,1435.648000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,2949.120000,NaN,"us/op",4,1000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,817475,489.100954,0.264529,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,438.784000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,486.400000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,498.688000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,502.272000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,541.696000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,1345.536000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,1402.880000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,1601.536000,NaN,"us/op",4,1000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,738781,541.067841,0.297143,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,486.400000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,536.576000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,560.128000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,565.248000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,620.544000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,1394.688000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,1466.368000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,4620.288000,NaN,"us/op",4,1000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,8319,49357.848741,36.842735,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,47644.672000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,49152.000000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,50593.792000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,50987.008000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,51773.440000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,55356.948480,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,66912.256000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,66912.256000,NaN,"us/op",4,100000,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,7620,54036.874549,61.012563,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,47382.528000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,54263.808000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,55115.776000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,55705.600000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,56557.568000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,57344.000000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,72744.960000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,72744.960000,NaN,"us/op",4,100000,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,10015,40609.488736,49.031754,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,38666.240000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,40370.176000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,42008.576000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,42336.256000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,45537.034240,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,60812.165120,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,64748.414566,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,64749.568000,NaN,"us/op",4,100000,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,9268,44007.353288,53.634182,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,41943.040000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,43843.584000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,44892.160000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,45678.592000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,50135.040000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,63564.939264,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,69861.376000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,69861.376000,NaN,"us/op",4,100000,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1416563.261440,3169.403013,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1377828.864000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1413480.448000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,1440533.708800,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,1456891.494400,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,1459617.792000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,1461714.944000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,1461714.944000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,1461714.944000,NaN,"us/op",4,-1,false,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1846647.193600,22854.490774,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1648361.472000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1935671.296000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,1989777.817600,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,2006450.176000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,2011168.768000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,2015363.072000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,2015363.072000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,2015363.072000,NaN,"us/op",4,-1,false,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1295426.519040,8057.607078,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1222639.616000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1281359.872000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,1358954.496000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,1388314.624000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.99","sample",1,1,1507495.772160,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.999","sample",1,1,1585446.912000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.9999","sample",1,1,1585446.912000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p1.00","sample",1,1,1585446.912000,NaN,"us/op",4,-1,true,64,false,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback","sample",1,400,1409076.428800,8345.241383,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.00","sample",1,1,1348468.736000,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.50","sample",1,1,1394606.080000,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.90","sample",1,1,1461505.228800,NaN,"us/op",4,-1,true,64,true,false
"org.simpleflatmapper.SfmCsvParserBenchmark.mapCsvCallback:mapCsvCallback·p0.95","sample",1,1,1486461.337600,NaN,"us/op",4,-1,true,64,true,false
